,total_word_idx,text_id,sent_id_and_idx,word_idx,word,processed_word
5730,94,10,79,5,"rectangular,",rectangular
5731,95,10,79,6,except,except
5732,96,10,79,7,for,for
5733,97,10,79,8,the,the
5734,98,10,79,9,flag,flag
5735,99,10,79,10,of,of
5736,100,10,79,11,"Nepal,",nepal
5737,101,10,79,12,which,which
5738,102,10,79,13,uses,use
5739,103,10,79,14,a,a
5740,104,10,79,15,unique,unique
5741,105,10,79,16,triangular,triangular
5742,106,10,79,17,shape.,shape
5743,107,10,80,1,The,the
5744,108,10,80,2,ratios,ratio
5745,109,10,80,3,of,of
5746,110,10,80,4,height,height
5747,111,10,80,5,to,to
5748,112,10,80,6,width,width
5749,113,10,80,7,vary,vary
5750,114,10,80,8,among,among
5751,115,10,80,9,standard,standard
5752,116,10,80,10,rectangular,rectangular
5753,117,10,80,11,"flags,",flag
5754,118,10,80,12,but,but
5755,119,10,80,13,none,none
5756,120,10,80,14,is,be
5757,121,10,80,15,taller,tall
5758,122,10,80,16,than,than
5759,123,10,80,17,it,it
5760,124,10,80,18,is,be
5761,125,10,80,19,wide.,wide
5762,126,10,81,1,The,the
5763,127,10,81,2,flags,flag
5764,128,10,81,3,of,of
5765,129,10,81,4,Switzerland,switzerland
5766,130,10,81,5,and,and
5767,131,10,81,6,the,the
5768,132,10,81,7,Vatican,vatican
5769,133,10,81,8,City,city
5770,134,10,81,9,are,be
5771,135,10,81,10,the,the
5772,136,10,81,11,only,only
5773,137,10,81,12,national,national
5774,138,10,81,13,flags,flag
5775,139,10,81,14,which,which
5776,140,10,81,15,are,be
5777,141,10,81,16,exact,exact
5778,142,10,81,17,squares.,square
5779,143,10,82,1,The,the
5780,144,10,82,2,most,most
5781,145,10,82,3,popular,popular
5782,146,10,82,4,colours,colour
5783,147,10,82,5,used,use
5784,148,10,82,6,for,for
5785,149,10,82,7,national,national
5786,150,10,82,8,flags,flag
5787,151,10,82,9,are,be
5788,152,10,82,10,"red,",red
5789,153,10,82,11,"white,",white
5790,154,10,82,12,"green,",green
5791,155,10,82,13,and,and
5792,156,10,82,14,blue.,blue
5793,157,10,83,1,Although,although
5794,158,10,83,2,the,the
5795,159,10,83,3,national,national
5796,160,10,83,4,flag,flag
5797,161,10,83,5,is,be
5798,162,10,83,6,meant,mean
5799,163,10,83,7,to,to
5800,164,10,83,8,be,be
5801,165,10,83,9,a,a
5802,166,10,83,10,unique,unique
5803,167,10,83,11,symbol,symbol
5804,168,10,83,12,for,for
5805,169,10,83,13,the,the
5806,170,10,83,14,country,country
5807,171,10,83,15,it,it
5808,172,10,83,16,"represents,",represent
5809,173,10,83,17,many,many
5810,174,10,83,18,flags,flag
5811,175,10,83,19,have,have
5812,176,10,83,20,very,very
5813,177,10,83,21,similar,similar
5814,178,10,83,22,colours,colour
5815,179,10,83,23,and,and
5816,180,10,83,24,designs.,design
5817,1,11,84,1,The,the
5818,2,11,84,2,International,international
5819,3,11,84,3,Union,union
5820,4,11,84,4,for,for
5821,5,11,84,5,Conservation,conservation
5822,6,11,84,6,of,of
5823,7,11,84,7,Nature,nature
5824,8,11,84,8,is,be
5825,9,11,84,9,an,a
5826,10,11,84,10,international,international
5827,11,11,84,11,organization,organization
5828,12,11,84,12,working,work
5829,13,11,84,13,in,in
5830,14,11,84,14,the,the
5831,15,11,84,15,field,field
5832,16,11,84,16,of,of
5833,17,11,84,17,nature,nature
5834,18,11,84,18,conservation,conservation
5835,19,11,84,19,and,and
5836,20,11,84,20,the,the
5837,21,11,84,21,sustainable,sustainable
5838,22,11,84,22,use,use
5839,23,11,84,23,of,of
5840,24,11,84,24,natural,natural
5841,25,11,84,25,resources.,resource
5842,26,11,85,1,It,it
5843,27,11,85,2,is,be
5844,28,11,85,3,involved,involved
5845,29,11,85,4,in,in
5846,30,11,85,5,data,datum
5847,31,11,85,6,gathering,gathering
5848,32,11,85,7,and,and
5849,33,11,85,8,"analysis,",analysis
5850,34,11,85,9,"research,",research
5851,35,11,85,10,field,field
5852,36,11,85,11,"projects,",project
5853,37,11,85,12,"advocacy,",advocacy
5854,38,11,85,13,and,and
5855,39,11,85,14,education.,education
5856,40,11,86,1,Its,its
5857,41,11,86,2,mission,mission
5858,42,11,86,3,is,be
5859,43,11,86,4,to,to
5860,44,11,86,5,"""influence,",influence
5861,45,11,86,6,encourage,encourage
5862,46,11,86,7,and,and
5863,47,11,86,8,assist,assist
5864,48,11,86,9,societies,society
5865,49,11,86,10,throughout,throughout
5866,50,11,86,11,the,the
5867,51,11,86,12,world,world
5868,52,11,86,13,to,to
5869,53,11,86,14,conserve,conserve
5870,54,11,86,15,nature,nature
5871,55,11,86,16,and,and
5872,56,11,86,17,to,to
5873,57,11,86,18,ensure,ensure
5874,58,11,86,19,that,that
5875,59,11,86,20,any,any
5876,60,11,86,21,use,use
5877,61,11,86,22,of,of
5878,62,11,86,23,natural,natural
5879,63,11,86,24,resources,resource
5880,64,11,86,25,is,be
5881,65,11,86,26,equitable,equitable
5882,66,11,86,27,and,and
5883,67,11,86,28,ecologically,ecologically
5884,68,11,86,29,"sustainable"".",sustainable
5885,69,11,87,1,Over,over
5886,70,11,87,2,the,the
5887,71,11,87,3,past,past
5888,72,11,87,4,"decades,",decade
5889,73,11,87,5,the,the
5890,74,11,87,6,organization,organization
5891,75,11,87,7,has,have
5892,76,11,87,8,widened,widen
5893,77,11,87,9,its,its
5894,78,11,87,10,focus,focus
5895,79,11,87,11,beyond,beyond
5896,80,11,87,12,conservation,conservation
5897,81,11,87,13,ecology,ecology
5898,82,11,87,14,and,and
5899,83,11,87,15,now,now
5900,84,11,87,16,incorporates,incorporate
5901,85,11,87,17,issues,issue
5902,86,11,87,18,related,related
5903,87,11,87,19,to,to
5904,88,11,87,20,sustainable,sustainable
5905,89,11,87,21,development,development
5906,90,11,87,22,in,in
5907,91,11,87,23,its,its
5908,92,11,87,24,projects.,project
5909,93,11,88,1,Unlike,unlike
5910,94,11,88,2,many,many
5911,95,11,88,3,other,other
5912,96,11,88,4,international,international
5913,97,11,88,5,environmental,environmental
5914,98,11,88,6,"organizations,",organization
5915,99,11,88,7,it,it
5916,100,11,88,8,does,do
5917,101,11,88,9,not,not
5918,102,11,88,10,aim,aim
5919,103,11,88,11,to,to
5920,104,11,88,12,mobilize,mobilize
5921,105,11,88,13,the,the
5922,106,11,88,14,public,public
5923,107,11,88,15,in,in
5924,108,11,88,16,support,support
5925,109,11,88,17,of,of
5926,110,11,88,18,nature,nature
5927,111,11,88,19,conservation.,conservation
5928,112,11,89,1,"Instead,",instead
5929,113,11,89,2,the,the
5930,114,11,89,3,organization,organization
5931,115,11,89,4,tries,try
5932,116,11,89,5,to,to
5933,117,11,89,6,influence,influence
5934,118,11,89,7,the,the
5935,119,11,89,8,actions,action
5936,120,11,89,9,of,of
5937,121,11,89,10,"governments,",government
5938,122,11,89,11,business,business
5939,123,11,89,12,and,and
5940,124,11,89,13,other,other
5941,125,11,89,14,stakeholders,stakeholder
5942,126,11,89,15,by,by
5943,127,11,89,16,providing,provide
5944,128,11,89,17,information,information
5945,129,11,89,18,and,and
5946,130,11,89,19,"advice,",advice
5947,131,11,89,20,and,and
5948,132,11,89,21,through,through
5949,133,11,89,22,building,building
5950,134,11,89,23,partnerships.,partnership
5951,135,11,90,1,The,the
5952,136,11,90,2,organization,organization
5953,137,11,90,3,is,be
5954,138,11,90,4,best,well
5955,139,11,90,5,known,know
5956,140,11,90,6,to,to
5957,141,11,90,7,the,the
5958,142,11,90,8,wider,wide
5959,143,11,90,9,public,public
5960,144,11,90,10,for,for
5961,145,11,90,11,compiling,compile
5962,146,11,90,12,and,and
5963,147,11,90,13,publishing,publish
5964,148,11,90,14,the,the
5965,149,11,90,15,"""Red",red
5966,150,11,90,16,List,list
5967,151,11,90,17,of,of
5968,152,11,90,18,Threatened,threatened
5969,153,11,90,19,"Species"",",species
5970,154,11,90,20,which,which
5971,155,11,90,21,assesses,assess
5972,156,11,90,22,the,the
5973,157,11,90,23,conservation,conservation
5974,158,11,90,24,status,status
5975,159,11,90,25,of,of
5976,160,11,90,26,species,species
5977,161,11,90,27,worldwide.,worldwide
5978,162,11,91,1,"Today,",today
5979,163,11,91,2,the,the
5980,164,11,91,3,organization,organization
5981,165,11,91,4,employs,employ
5982,166,11,91,5,approximately,approximately
5983,167,11,91,6,one,one
5984,168,11,91,7,thousand,thousand
5985,169,11,91,8,full-,full
5986,170,11,91,9,time,time
5987,171,11,91,10,staff,staff
5988,172,11,91,11,in,in
5989,173,11,91,12,more,more
5990,174,11,91,13,than,than
5991,175,11,91,14,fifty,fifty
5992,176,11,91,15,countries.,country
5993,1,12,92,1,A,a
5994,2,12,92,2,vehicle,vehicle
5995,3,12,92,3,registration,registration
5996,4,12,92,4,plate,plate
5997,5,12,92,5,is,be
5998,6,12,92,6,a,a
5999,7,12,92,7,metal,metal
6000,8,12,92,8,or,or
6001,9,12,92,9,plastic,plastic
6002,10,12,92,10,plate,plate
6003,11,12,92,11,attached,attach
6004,12,12,92,12,to,to
6005,13,12,92,13,a,a
6006,14,12,92,14,vehicle,vehicle
6007,15,12,92,15,for,for
6008,16,12,92,16,official,official
6009,17,12,92,17,identification,identification
6010,18,12,92,18,purposes.,purpose
6011,19,12,93,1,All,all
6012,20,12,93,2,countries,country
6013,21,12,93,3,require,require
6014,22,12,93,4,registration,registration
6015,23,12,93,5,plates,plate
6016,24,12,93,6,for,for
6017,25,12,93,7,road,road
6018,26,12,93,8,vehicles,vehicle
6019,27,12,93,9,such,such
6020,28,12,93,10,as,as
6021,29,12,93,11,"cars,",car
6022,30,12,93,12,"trucks,",truck
6023,31,12,93,13,and,and
6024,32,12,93,14,motorcycles.,motorcycle
6025,33,12,94,1,Whether,whether
6026,34,12,94,2,they,they
6027,35,12,94,3,are,be
6028,36,12,94,4,required,require
6029,37,12,94,5,for,for
6030,38,12,94,6,other,other
6031,39,12,94,7,"vehicles,",vehicle
6032,40,12,94,8,such,such
6033,41,12,94,9,as,as
6034,42,12,94,10,"bicycles,",bicycle
6035,43,12,94,11,"boats,",boat
6036,44,12,94,12,or,or
6037,45,12,94,13,"tractors,",tractor
6038,46,12,94,14,may,may
6039,47,12,94,15,vary,vary
6040,48,12,94,16,by,by
6041,49,12,94,17,jurisdiction.,jurisdiction
6042,50,12,95,1,The,the
6043,51,12,95,2,registration,registration
6044,52,12,95,3,identifier,identifier
6045,53,12,95,4,is,be
6046,54,12,95,5,a,a
6047,55,12,95,6,series,series
6048,56,12,95,7,of,of
6049,57,12,95,8,letters,letter
6050,58,12,95,9,and,and
6051,59,12,95,10,digits,digit
6052,60,12,95,11,that,that
6053,61,12,95,12,uniquely,uniquely
6054,62,12,95,13,identifies,identify
6055,63,12,95,14,the,the
6056,64,12,95,15,vehicle,vehicle
6057,65,12,95,16,owner,owner
6058,66,12,95,17,within,within
6059,67,12,95,18,the,the
6060,68,12,95,19,issuing,issue
6061,69,12,95,20,region's,region
6062,70,12,95,21,vehicle,vehicle
6063,71,12,95,22,register.,register
6064,72,12,96,1,In,in
6065,73,12,96,2,some,some
6066,74,12,96,3,"countries,",country
6067,75,12,96,4,the,the
6068,76,12,96,5,identifier,identifier
6069,77,12,96,6,is,be
6070,78,12,96,7,unique,unique
6071,79,12,96,8,within,within
6072,80,12,96,9,the,the
6073,81,12,96,10,entire,entire
6074,82,12,96,11,"country,",country
6075,83,12,96,12,while,while
6076,84,12,96,13,in,in
6077,85,12,96,14,others,other
6078,86,12,96,15,it,it
6079,87,12,96,16,is,be
6080,88,12,96,17,unique,unique
6081,89,12,96,18,within,within
6082,90,12,96,19,a,a
6083,91,12,96,20,state,state
6084,92,12,96,21,or,or
6085,93,12,96,22,province.,province
6086,94,12,97,1,France,france
6087,95,12,97,2,was,be
6088,96,12,97,3,the,the
6089,97,12,97,4,first,first
6090,98,12,97,5,country,country
6091,99,12,97,6,to,to
6092,100,12,97,7,introduce,introduce
6093,101,12,97,8,the,the
6094,102,12,97,9,registration,registration
6095,103,12,97,10,"plate,",plate
6096,104,12,97,11,in,in
6097,105,12,97,12,the,the
6098,106,12,97,13,late,late
6099,107,12,97,14,nineteenth,nineteenth
6100,108,12,97,15,century.,century
6101,109,12,98,1,Early,early
6102,110,12,98,2,twentieth,twentieth
6103,111,12,98,3,century,century
6104,112,12,98,4,plates,plate
6105,113,12,98,5,varied,vary
6106,114,12,98,6,in,in
6107,115,12,98,7,size,size
6108,116,12,98,8,and,and
6109,117,12,98,9,shape,shape
6110,118,12,98,10,from,from
6111,119,12,98,11,one,one
6112,120,12,98,12,jurisdiction,jurisdiction
6113,121,12,98,13,to,to
6114,122,12,98,14,the,the
6115,123,12,98,15,"next,",next
6116,124,12,98,16,such,such
6117,125,12,98,17,that,that
6118,126,12,98,18,if,if
6119,127,12,98,19,a,a
6120,128,12,98,20,person,person
6121,129,12,98,21,"moved,",move
6122,130,12,98,22,new,new
6123,131,12,98,23,holes,hole
6124,132,12,98,24,would,would
6125,133,12,98,25,need,need
6126,134,12,98,26,to,to
6127,135,12,98,27,be,be
6128,136,12,98,28,drilled,drill
6129,137,12,98,29,into,into
6130,138,12,98,30,the,the
6131,139,12,98,31,automobile,automobile
6132,140,12,98,32,to,to
6133,141,12,98,33,support,support
6134,142,12,98,34,the,the
6135,143,12,98,35,new,new
6136,144,12,98,36,plate.,plate
6137,145,12,99,1,Standardization,standardization
6138,146,12,99,2,of,of
6139,147,12,99,3,plates,plate
6140,148,12,99,4,came,come
6141,149,12,99,5,in,in
6142,150,12,99,6,the,the
6143,151,12,99,7,late,late
6144,152,12,99,8,"fifties,",fifty
6145,153,12,99,9,when,when
6146,154,12,99,10,automobile,automobile
6147,155,12,99,11,manufacturers,manufacturer
6148,156,12,99,12,came,come
6149,157,12,99,13,to,to
6150,158,12,99,14,an,a
6151,159,12,99,15,agreement,agreement
6152,160,12,99,16,with,with
6153,161,12,99,17,governments,government
6154,162,12,99,18,and,and
6155,163,12,99,19,international,international
6156,164,12,99,20,organizations.,organization
